codigo_comuna,nombre_comuna,region,cai_v1,ranking_v1,quintil_v1,cai_v2,ranking_v2,quintil_v2,expo_promedio_hab,cambio_ranking
01401,Pozo Almonte,Tarapacá,14.34752231706959,20,Q5 · Muy alto,13.01551608069406,44,Q5 · Muy alto,8.272390543877748e-5,-24
01403,Colchane,Tarapacá,0.027579135169751395,296,Q1 · Muy bajo,0.00596355466960914,334,Q1 · Muy bajo,2.270990774377101e-8,-38
01405,Pica,Tarapacá,39.75414123990756,6,Q5 · Muy alto,0.5882946020310278,225,Q2 · Bajo,2.6072419165813083e-6,-219
01402,Camiña,Tarapacá,0.018802295367458866,309,Q1 · Muy bajo,4.4603329586964804e-4,340,Q1 · Muy bajo,1.7849811208826116e-9,-31
01404,Huara,Tarapacá,27.82316327157097,10,Q5 · Muy alto,29.963721952762345,17,Q5 · Muy alto,2.504210012980676e-4,-7
01107,Alto Hospicio,Tarapacá,0.023991117553428278,302,Q1 · Muy bajo,0.5935024580605918,224,Q2 · Bajo,2.725083530313701e-6,78
01101,Iquique,Tarapacá,17.773805128878337,17,Q5 · Muy alto,19.347730187668596,26,Q5 · Muy alto,1.4910391783665467e-4,-9
02104,Taltal,Antofagasta,3.3711276684500366,53,Q5 · Muy alto,0.15957818727247614,271,Q2 · Bajo,7.836572729929601e-7,-218
02101,Antofagasta,Antofagasta,6.192191115612705,39,Q5 · Muy alto,4.181293070461055,107,Q4 · Alto,2.276168745911681e-5,-68
02201,Calama,Antofagasta,40.12311778279283,5,Q5 · Muy alto,89.78880350423913,3,Q5 · Muy alto,0.005249349452551076,2
02202,Ollagüe,Antofagasta,3.1231731210638958,57,Q5 · Muy alto,0.002574704664420201,335,Q1 · Muy bajo,1.3503440990193954e-8,-278
02203,San Pedro De Atacama,Antofagasta,8.543061996313002,29,Q5 · Muy alto,0.8967446189417617,208,Q2 · Bajo,4.344299554787598e-6,-179
02102,Mejillones,Antofagasta,59.40862746342156,2,Q5 · Muy alto,97.42709463899098,2,Q5 · Muy alto,0.00753067415480858,0
02103,Sierra Gorda,Antofagasta,100,1,Q5 · Muy alto,11.642056482176296,51,Q5 · Muy alto,7.59979669603212e-5,-50
02302,María Elena,Antofagasta,0.845970485861595,88,Q4 · Alto,1.2648548602520493,188,Q3 · Medio,6.528452627554116e-6,-100
02301,Tocopilla,Antofagasta,8.022503452667104,32,Q5 · Muy alto,49.2786887817149,10,Q5 · Muy alto,8.00622691802679e-4,22
03201,Chañaral,Atacama,5.978948149132741,40,Q5 · Muy alto,0.37039752473605164,245,Q2 · Bajo,1.769029303163583e-6,-205
